name,NumberOfInstances,NumberOfFeatures,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,Dimensionality,MajorityClassPercentage,MajorityClassSize,NumberOfBinaryFeatures,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,DefaultAccuracy,PercentageOfMissingValues,MeanKurtosisOfNumericAtts,MeanSkewnessOfNumericAtts,MeanMeansOfNumericAtts,MeanStdDevOfNumericAtts,NoiseToSignalRatio,EquivalentNumberOfAtts,MeanAttributeEntropy,MeanMutualInformation,ClassEntropy,NaiveBayesErrRate,Dif_NB_Err_Rate,NaiveBayesKappa,Dif_NB_kappa,NaiveBayesAUC,Dif_NB_AUC,DecisionStumpErrRate,Dif_DS_Err_Rate,DecisionStumpKappa,Dif_DS_Kappa,DecisionStumpAUC,Dif_DS_AUC,kNN1NErrRate,Dif_KNN_Err_Rate,kNN1NKappa,Dif_KNN_kappa,kNN1NAUC,Dif_KNN_AUC
disclosure_x_noise.arff,662,4,0,3,1,0.006042296,50.3021148,333,1,0,0,0.503021148,0,47.52503066,1.379742222,-44639.62482,7744.137977,0,0,-1,0,0.999973664,0.465256798,-0.031722054,0.067818772,0.067818772,0.558211707,0.059722336,0.474320242,-0.02265861,0.046205802,0.046205802,0.528291209,0.029801838,0.525679758,0.028700906,-0.051282753,-0.051282753,0.474355815,-0.024133556
disclosure_x_tampered.arff,662,4,0,3,1,0.006042296,50.60422961,335,1,0,0,0.506042296,0,54.04843617,1.541026503,-55787.09982,9504.889929,0,0,-1,0,0.999894654,0.46978852,-0.024169184,0.05756713,0.05756713,0.5476197,0.049130495,0.475830816,-0.018126888,0.040173434,0.040173434,0.518330367,0.019841162,0.49244713,-0.001510574,0.01532144,0.01532144,0.507663517,0.009174312
disclosure_z.arff,662,4,0,3,1,0.006042296,52.56797583,348,1,0,0,0.525679758,0,32.8931072,0.934186621,-16611.31024,10226.56805,0,0,-1,0,0.998096392,0.425981873,-0.048338369,0.143918411,0.143918411,0.582729336,0.082729336,0.474320242,0,0.000653834,0.000653834,0.5,0,0.486404834,0.012084592,0.026132563,0.026132563,0.51308661,0.01308661
echoMonths.arff,130,10,97,6,4,0.076923077,50.76923077,66,4,69,53.07692308,0.507692308,7.461538462,31.2872635,0.899465923,-15481.38362,10047.42764,3.059683663,5.361786872,0.75702198,0.186473145,0.99982926,0.223076923,0.023076923,0.552787663,-0.045022903,0.792376894,0.018229167,0.2,0,0.597810566,0,0.774147727,0,0.323076923,0.123076923,0.353080569,-0.244729997,0.676373106,-0.097774621
ecoli.arff,336,8,0,7,1,0.023809524,57.44047619,193,1,0,0,0.574404762,0,27.74867925,0.9350347,-10718.31232,9672.907797,0,0,-1,0,0.9839668,0.044642857,-0.029761905,0.908276916,0.061148722,0.988260444,0.048226385,0.175595238,0.101190476,0.648186271,-0.198941923,0.874506323,-0.065527736,0.047619048,-0.026785714,0.902605167,0.055476973,0.951302583,0.011268524
electricity.arff,45312,9,0,7,2,0.000198623,57.54546257,26075,1,0,0,0.575454626,0,384.5723504,5.902230901,260.1726132,115.1273499,1118.282403,392.1223687,2.807350057,0.00250817,0.983509391,0.270590572,0.032198976,0.405807342,-0.092545989,0.789150575,-0.014713912,0.244438559,0.006046963,0.47843518,-0.019918151,0.73051669,-0.073347797,0.223097634,-0.015293962,0.542736347,0.044383016,0.770970493,-0.032893994
elevators.arff,16599,19,0,18,1,0.001144647,69.09452377,11469,1,0,0,0.690945238,0,49.70571751,1.264901064,-36290.41118,6665.676822,0,0,-1,0,0.892079329,0.226338936,0.018254112,0.44318519,-0.032228744,0.797350624,0.010661648,0.220013254,0.01192843,0.435586683,-0.039827251,0.70588164,-0.080807336,0.221700102,0.013615278,0.472481492,-0.002932442,0.732914041,-0.053774935
elusage.arff,55,3,0,1,2,0.054545455,56.36363636,31,1,0,0,0.563636364,0,55.671357,1.58488317,-57435.48512,9785.679171,4.089966084,1.406496617,3.57649638,0.70265623,0.988283611,0.090909091,0,0.816053512,0,0.976478495,0.061155914,0.090909091,0,0.816053512,0,0.909946237,-0.005376344,0.127272727,0.036363636,0.740040513,-0.076012999,0.890456989,-0.024865592
fl2000.arff,67,16,0,14,2,0.23880597,61.19402985,41,2,0,0,0.611940299,0,28.46371099,0.914897427,-12571.50346,8506.031119,43.29263389,49.60856418,0.860285865,0.019422775,0.963535984,0.28358209,0.029850747,0.352821556,-0.076822911,0.661014813,-0.120880121,0.358208955,0.104477612,0.245778612,-0.183865855,0.670262664,-0.11163227,0.373134328,0.119402985,0.197412554,-0.232231913,0.548780488,-0.233114446
flags.arff,194,30,0,2,28,0.154639175,64.43298969,125,14,0,0,0.644329897,0,27.76466014,0.937736275,-10713.81101,9669.437767,34.90323911,26.88234691,1.254140037,0.034931111,0.939030249,0.391752577,0.056701031,0.116596765,-0.159439519,0.611478261,-0.132347826,0.355670103,0.020618557,0,-0.276036284,0.601449275,-0.142376812,0.365979381,0.030927835,0.209208864,-0.06682742,0.608521739,-0.135304348
fri_c0_100_10.arff,100,11,0,10,1,0.11,55,55,1,0,0,0.55,0,47.14578871,1.399579595,-48513.19227,8284.741448,0,0,-1,0,0.992774454,0.23,-0.17,0.524793388,0.346148624,0.831515152,0.251717172,0.4,0,0.178644764,0,0.57979798,0,0.31,-0.09,0.367346939,0.188702175,0.681818182,0.102020202
fri_c0_100_25.arff,100,26,0,25,1,0.26,50,50,1,0,0,0.5,0,38.12130082,1.038490104,-19371.56992,11893.19794,0,0,-1,0,1,0.38,0.07,0.24,-0.14,0.7152,0.025,0.31,0,0.38,0,0.6902,0,0.37,0.06,0.26,-0.12,0.63,-0.0602
fri_c0_100_5.arff,100,6,0,5,1,0.06,54,54,1,0,0,0.54,0,80.46642036,1.916944506,-88668.07551,12165.68164,0,0,-1,0,0.995378439,0.11,-0.2,0.778225806,0.411395741,0.957729469,0.236111112,0.31,0,0.354166667,-0.012663398,0.688204509,-0.033413848,0.18,-0.13,0.637681159,0.270851094,0.81884058,0.097222223
fri_c0_100_50.arff,100,51,0,50,1,0.51,51,51,1,0,0,0.51,0,47.80864903,1.223303243,-24391.49794,14945.1728,0,0,-1,0,0.999711442,0.37,-0.02,0.258814103,0.050853096,0.714685874,0.070628251,0.38,-0.01,0.243931556,0.035970549,0.629251701,-0.014805922,0.4,0.01,0.198396794,-0.009564213,0.599039616,-0.045018007
fri_c0_1000_10.arff,1000,11,0,10,1,0.011,50.9,509,1,0,0,0.509,0,42.43302656,1.200392129,-36566.71893,6716.295322,0,0,-1,0,0.999766271,0.144,-0.035,0.711927406,0.070082129,0.937919886,0.063360529,0.313,0.134,0.375349246,-0.266496031,0.699218547,-0.17534081,0.286,0.107,0.427649722,-0.214195555,0.713763259,-0.160796098
fri_c0_1000_25.arff,1000,26,0,25,1,0.026,50.3,503,1,0,0,0.503,0,48.81918794,1.248320862,-24894.41542,15253.30008,0,0,-1,0,0.999974031,0.149,-0.004,0.702,0.0081102,0.924485281,0.059718149,0.29,0.137,0.419351997,-0.274537803,0.708545508,-0.156221624,0.363,0.21,0.27384315,-0.42004665,0.636896928,-0.227870204
fri_c0_1000_5.arff,1000,6,0,5,1,0.006,50.3,503,1,0,0,0.503,0,51.84533967,1.492755605,-53491.69297,9125.207499,0,0,-1,0,0.999974031,0.124,-0.066,0.751973213,0.132169394,0.947462109,0.104297755,0.311,0.121,0.377417263,-0.242386556,0.699703189,-0.143461165,0.163,-0.027,0.674,0.054196181,0.837012132,-0.006152222
fri_c0_1000_50.arff,1000,51,0,50,1,0.051,51,510,1,0,0,0.51,0,36.19579231,0.998148093,-18360.51622,11279.48578,0,0,-1,0,0.999711442,0.177,-0.007,0.645645646,0.013675088,0.906786715,0.069303722,0.335,0.151,0.333386397,-0.298584161,0.675212085,-0.162270908,0.365,0.181,0.269795543,-0.362175015,0.634913966,-0.202569027
fri_c0_250_10.arff,250,11,0,10,1,0.044,50,125,1,0,0,0.5,0,73.87608551,1.932530152,-77162.74992,13136.97548,0,0,-1,0,1,0.176,-0.024,0.648,0.048,0.914688,0.08416,0.272,0.072,0.456,-0.144,0.71952,-0.111008,0.272,0.072,0.456,-0.144,0.728,-0.102528
fri_c0_250_25.arff,250,26,0,25,1,0.104,50.4,126,1,0,0,0.504,0,64.50663041,1.699479061,-67463.41585,11486.7862,0,0,-1,0,0.999953833,0.2,-0.128,0.599615631,0.257594832,0.874039939,0.12045571,0.372,0.044,0.257899777,-0.084121022,0.648361495,-0.105222734,0.348,0.02,0.30435617,-0.037664629,0.652265745,-0.101318484
fri_c0_250_5.arff,250,6,0,5,1,0.024,50,125,1,0,0,0.5,0,62.88007096,1.657437111,-65789.4587,11201.81526,0,0,-1,0,1,0.172,-0.148,0.656,0.296,0.918528,0.18704,0.4,0.08,0.2,-0.16,0.624192,-0.107296,0.248,-0.072,0.504,0.144,0.752,0.020512
fri_c0_250_50.arff,250,51,0,50,1,0.204,53.2,133,1,0,0,0.532,0,64.15748975,2.871775815,111.2520442,46.80067659,0,0,-1,0,0.99704334,0.248,0.036,0.501447411,-0.070829689,0.86337639,0.002249213,0.324,0,0.351668054,0,0.694010668,0,0.4,0.112,0.198358238,-0.222677465,0.599383073,-0.110918322
fri_c0_500_10.arff,500,11,0,10,1,0.022,51.8,259,1,0,0,0.518,0,31.33422286,0.899652441,-15505.71227,10063.19488,0,0,-1,0,0.999064932,0.198,0.016,0.603428938,-0.029611903,0.894679505,0.046556337,0.326,0.144,0.349872368,-0.283168473,0.702750765,-0.145372403,0.272,0.09,0.454507533,-0.178533308,0.726926096,-0.121197072
fri_c0_500_25.arff,500,26,0,25,1,0.052,51,255,1,0,0,0.51,0,33.32719818,0.935060402,-16882.6571,10374.08928,0,0,-1,0,0.999711442,0.184,-0.034,0.631734849,0.069064331,0.891572629,0.059367747,0.36,0.142,0.277282583,-0.285387935,0.669539816,-0.162665066,0.386,0.168,0.228,-0.334670518,0.614045618,-0.218159264
fri_c0_500_5.arff,500,6,0,5,1,0.012,50.2,251,1,0,0,0.502,0,39.22809388,1.066737717,-19922.20454,12231.00003,0,0,-1,0,0.999988458,0.162,-0.012,0.676020735,0.024020735,0.927934847,0.011024176,0.266,0,0.468323259,0,0.731587705,0,0.216,-0.014,0.567965437,0.0280685,0.783964543,0.014072225
fri_c0_500_50.arff,500,51,0,50,1,0.102,51.2,256,1,0,0,0.512,0,38.43941911,1.047031225,-19528.39934,11989.47544,0,0,-1,0,0.999584464,0.212,-0.032,0.575918576,0.063450545,0.862849001,0.096495581,0.286,0.042,0.431872358,-0.080595673,0.714363473,-0.051989947,0.388,0.144,0.223850979,-0.288617052,0.611968494,-0.154384926
fri_c1_100_10.arff,100,11,0,10,1,0.11,53,53,1,0,0,0.53,0,55.70880159,1.585968512,-57473.25733,9792.098445,0,0,-1,0,0.997401589,0.38,0.02,0.240910907,-0.029457962,0.637896427,-0.044158972,0.26,0,0.476861167,0,0.736250502,0,0.34,0.15,0.314239613,-0.305760387,0.656362906,-0.154757126
fri_c1_100_25.arff,100,26,0,25,1,0.26,53,53,1,0,0,0.53,0,46.24163745,1.381249559,-47560.26152,8123.955314,0,0,-1,0,0.997401589,0.3,0.05,0.39637827,-0.104818857,0.731031714,-0.028101164,0.43,0.18,0.152208202,-0.348988925,0.595142513,-0.163990365,0.38,0.13,0.237254115,-0.263943012,0.618627057,-0.140505821
fri_c1_100_5.arff,100,6,0,5,1,0.06,55,55,1,0,0,0.55,0,45.04398018,1.31097678,-42362.09295,7349.079917,0,0,-1,0,0.992774454,0.22,-0.02,0.553752535,0.034714459,0.865858586,0.122424243,0.33,0.09,0.3125,-0.206538076,0.657171717,-0.086262626,0.27,0.03,0.453441296,-0.06559678,0.726262626,-0.017171717
fri_c1_100_50.arff,100,51,0,50,1,0.51,56,56,1,0,0,0.56,0,40.74019437,1.089330767,-20762.69891,12740.59783,0,0,-1,0,0.989587521,0.55,0.22,-0.107977438,-0.423330135,0.461444805,-0.160308442,0.33,0,0.294268606,-0.021084091,0.666801948,0.045048701,0.49,0.16,0.017642342,-0.297710355,0.508928571,-0.112824676
fri_c1_1000_10.arff,1000,11,0,10,1,0.011,56.4,564,1,0,0,0.564,0,35.78884344,0.99337557,-18139.26874,11144.12323,0,0,-1,0,0.988148956,0.305,0.163,0.375450495,-0.333699403,0.746872763,-0.130359816,0.269,0.127,0.459370378,-0.24977952,0.738149847,-0.139082732,0.324,0.182,0.340175953,-0.368973945,0.66982237,-0.207410209
fri_c1_1000_25.arff,1000,26,0,25,1,0.026,54.6,546,1,0,0,0.546,0,35.21989948,0.984719216,-17810.68888,10944.17915,0,0,-1,0,0.993885872,0.343,0.206,0.307501595,-0.41723218,0.706911297,-0.200648287,0.308,0.171,0.378972159,-0.345761616,0.682682222,-0.224877362,0.426,0.289,0.139449571,-0.585284204,0.569621274,-0.33793831
fri_c1_1000_5.arff,1000,6,0,5,1,0.006,54.3,543,1,0,0,0.543,0,93.10689269,2.154736222,-102649.5914,14079.01879,0,0,-1,0,0.994658318,0.338,0.191,0.315404215,-0.386701714,0.716821613,-0.162572385,0.303,0.156,0.392117997,-0.309987932,0.692533981,-0.186860017,0.149,0.002,0.700039458,-0.002066471,0.850322989,-0.029071009
fri_c1_1000_50.arff,1000,51,0,50,1,0.051,54.7,547,1,0,0,0.547,0,40.50713388,1.195085501,-37858.51771,6936.512346,0,0,-1,0,0.993616753,0.328,0.181,0.334618115,-0.366778617,0.720466038,-0.151647961,0.283,0.136,0.427760298,-0.273636434,0.702579997,-0.169534002,0.457,0.31,0.074164114,-0.627232618,0.536934352,-0.335179647
fri_c1_250_10.arff,250,11,0,10,1,0.044,56,140,1,0,0,0.56,0,32.12926377,0.916704109,-16226.34941,9989.608875,0,0,-1,0,0.989587521,0.308,0.136,0.373168349,-0.276097556,0.72987013,-0.084285714,0.256,0.084,0.480519481,-0.168746424,0.735324675,-0.078831169,0.284,0.112,0.417459797,-0.231806108,0.706493506,-0.107662338
fri_c1_250_25.arff,250,26,0,25,1,0.104,57.2,143,1,0,0,0.572,0,88.63447978,2.06456195,-97731.15802,13406.88359,0,0,-1,0,0.98499001,0.432,0.264,0.119775706,-0.538716456,0.610482975,-0.23772956,0.44,0.272,0.167927383,-0.490564779,0.623194562,-0.225017973,0.424,0.256,0.127887843,-0.530604319,0.563492582,-0.284719953
fri_c1_250_5.arff,250,6,0,5,1,0.024,52.4,131,1,0,0,0.524,0,69.74104332,3.118121961,120.3865769,50.69650843,0,0,-1,0,0.998337377,0.292,0.132,0.412162597,-0.265859169,0.754121496,-0.087593816,0.244,0.084,0.507651579,-0.170370187,0.741003272,-0.10071204,0.16,0,0.679507724,0.001485958,0.840015395,-0.001699917
fri_c1_250_50.arff,250,51,0,50,1,0.204,54.8,137,1,0,0,0.548,0,66.26524522,1.737973343,-69336.39375,11804.65242,0,0,-1,0,0.993341812,0.376,0.176,0.239826616,-0.360786842,0.698081519,-0.108713908,0.268,0.068,0.463588036,-0.137025422,0.715005491,-0.091789936,0.44,0.24,0.102070136,-0.498543322,0.550481235,-0.256314192
fri_c1_500_10.arff,500,11,0,10,1,0.022,54.8,274,1,0,0,0.548,0,47.99252005,1.389822712,-45103.55098,7823.264579,0,0,-1,0,0.993341812,0.338,0.194,0.313186813,-0.39613429,0.734238744,-0.151863575,0.274,0.13,0.450099544,-0.259221559,0.723201021,-0.162901298,0.306,0.162,0.383978612,-0.325342491,0.692510174,-0.193592145
fri_c1_500_25.arff,500,26,0,25,1,0.052,53.4,267,1,0,0,0.534,0,60.82538931,1.607198924,-63581.60067,10829.49215,0,0,-1,0,0.996661914,0.31,0.166,0.375241842,-0.333189356,0.715838035,-0.163106203,0.332,0.188,0.321418644,-0.387012554,0.660060118,-0.21888412,0.4,0.256,0.185601433,-0.522829765,0.591583482,-0.287360756
fri_c1_500_5.arff,500,6,0,5,1,0.012,53.4,267,1,0,0,0.534,0,42.53431382,1.131549476,-21667.56877,13293.85042,0,0,-1,0,0.996661914,0.292,0.15,0.413287039,-0.29974688,0.729067207,-0.135787883,0.248,0.106,0.501695842,-0.211338077,0.752222276,-0.112632814,0.188,0.046,0.621425695,-0.091608224,0.810033595,-0.054821495
fri_c1_500_50.arff,500,51,0,50,1,0.102,52.4,262,1,0,0,0.524,0,70.58506188,1.84748813,-73779.54377,12561.03784,0,0,-1,0,0.998337377,0.374,0.154,0.247230452,-0.308159834,0.66615883,-0.15559048,0.272,0.052,0.451789745,-0.103600541,0.724870101,-0.096879209,0.428,0.208,0.141362265,-0.414028021,0.570626724,-0.251122586
fri_c2_100_10.arff,100,11,0,10,1,0.11,55,55,1,0,0,0.55,0,74.54366674,1.949860525,-77849.25125,13253.84359,0,0,-1,0,0.992774454,0.27,-0.07,0.462151394,0.135418721,0.752323232,0.053333333,0.26,-0.08,0.463917526,0.137184853,0.685858586,-0.013131313,0.42,0.08,0.144602851,-0.182129822,0.571717172,-0.127272727
fri_c2_100_25.arff,100,26,0,25,1,0.26,57,57,1,0,0,0.57,0,63.12176556,1.663937225,-66037.7208,11244.08249,0,0,-1,0,0.985815037,0.25,0.04,0.488543372,-0.09379553,0.76376989,-0.079151367,0.17,-0.04,0.652209493,0.069870591,0.809261526,-0.033659731,0.38,0.17,0.237866025,-0.344472877,0.620971032,-0.221950225
fri_c2_100_5.arff,100,6,0,5,1,0.06,60,60,1,0,0,0.6,0,72.46117042,3.214356104,121.9228073,52.6918183,0,0,-1,0,0.970950594,0.2,0.01,0.576271186,-0.008881652,0.7675,-0.021666667,0.21,0.02,0.556962025,-0.028190813,0.7625,-0.026666667,0.27,0.08,0.425531915,-0.159620923,0.708333333,-0.080833334
fri_c2_100_50.arff,100,51,0,50,1,0.51,58,58,1,0,0,0.58,0,33.64824502,0.943708426,-17040.20958,10470.83519,0,0,-1,0,0.981453895,0.27,0.12,0.440298507,-0.250805282,0.770525452,-0.097906404,0.15,0,0.693126023,0.002022234,0.848316913,-0.020114943,0.42,0.27,0.120603015,-0.570500774,0.5591133,-0.309318556
fri_c2_1000_10.arff,1000,11,0,10,1,0.011,58,580,1,0,0,0.58,0,35.56900512,0.988027726,-18030.74783,11077.45782,0,0,-1,0,0.981453895,0.205,0.074,0.576306217,-0.153122071,0.743825944,-0.155578818,0.218,0.087,0.553425107,-0.176003181,0.780607553,-0.118797209,0.257,0.126,0.477132161,-0.252296127,0.740681445,-0.158723317
fri_c2_1000_25.arff,1000,26,0,25,1,0.026,56.3,563,1,0,0,0.563,0,36.77411407,1.013733961,-18644.471,11453.91334,0,0,-1,0,0.98851739,0.224,0.085,0.548930926,-0.166470951,0.741081408,-0.146843284,0.228,0.089,0.542963441,-0.172438436,0.768051587,-0.119873105,0.376,0.237,0.239374507,-0.47602737,0.620238913,-0.267685779
fri_c2_1000_5.arff,1000,6,0,5,1,0.006,58.4,584,1,0,0,0.584,0,35.67872499,0.990704514,-18084.84549,11110.69052,0,0,-1,0,0.97954382,0.18,-0.01,0.63434849,0.02137062,0.769259582,-0.00474595,0.206,0,0.584931816,0,0.788774368,0,0.115,0.004,0.762251294,-0.008746742,0.87941254,-0.005153451
fri_c2_1000_50.arff,1000,51,0,50,1,0.051,58.2,582,1,0,0,0.582,0,43.16922777,1.146494889,-21983.42254,13487.62375,0,0,-1,0,0.980510718,0.246,0.104,0.495082183,-0.210487933,0.75184564,-0.155979217,0.211,0.069,0.569672298,-0.135897818,0.782541229,-0.125283628,0.441,0.299,0.092704604,-0.612865512,0.546305431,-0.361519426
fri_c2_250_10.arff,250,11,0,10,1,0.044,63.6,159,1,0,0,0.636,0,44.82125471,1.304956502,-42157.24723,7313.547615,0,0,-1,0,0.945953476,0.168,0.064,0.650303071,-0.12612948,0.839449858,-0.054426706,0.18,0.076,0.636040116,-0.140392435,0.821895086,-0.071981478,0.224,0.12,0.522933279,-0.253499272,0.765153086,-0.128723478
fri_c2_250_25.arff,250,26,0,25,1,0.104,55.6,139,1,0,0,0.556,0,54.15199436,1.543759861,-55894.08496,9523.092986,0,0,-1,0,0.990932404,0.276,0.088,0.441494528,-0.171763322,0.725322445,-0.134584224,0.236,0.048,0.518948536,-0.094309314,0.735530495,-0.124376174,0.432,0.244,0.117012231,-0.496245619,0.557975241,-0.301931428
fri_c2_250_5.arff,250,6,0,5,1,0.024,56,140,1,0,0,0.56,0,35.73356717,0.99199646,-18112.01623,11127.38176,0,0,-1,0,0.989587521,0.196,0.004,0.608751198,-0.007617088,0.753246753,0.026136363,0.228,0,0.547475389,0,0.766883117,0,0.2,0.02,0.594155844,-0.036628534,0.797077922,-0.014935065
fri_c2_250_50.arff,250,51,0,50,1,0.204,54.8,137,1,0,0,0.548,0,40.03117973,1.071071974,-20411.38421,12525.0378,0,0,-1,0,0.993341812,0.324,0.136,0.345465124,-0.269969844,0.732769201,-0.116142368,0.232,0.044,0.530227435,-0.085207533,0.764711582,-0.084199987,0.436,0.248,0.115087355,-0.500347613,0.557231445,-0.291680124
fri_c2_500_10.arff,500,11,0,10,1,0.022,57.2,286,1,0,0,0.572,0,42.6127989,1.133581637,-21706.55324,13317.76703,0,0,-1,0,0.98499001,0.198,0.034,0.595852384,-0.065617991,0.751209071,-0.113448468,0.212,0.048,0.563426689,-0.098043686,0.766044703,-0.098612836,0.302,0.138,0.375496294,-0.285974081,0.685429057,-0.179228482
fri_c2_500_25.arff,500,26,0,25,1,0.052,60.8,304,1,0,0,0.608,0,39.55053171,1.059298952,-20172.45496,12378.43535,0,0,-1,0,0.966078098,0.334,0.154,0.287031661,-0.321146104,0.66600094,-0.121441998,0.268,0.088,0.453614301,-0.154563464,0.720915011,-0.066527927,0.43,0.25,0.078708306,-0.529469459,0.538533835,-0.248909103
fri_c2_500_5.arff,500,6,0,5,1,0.012,59.6,298,1,0,0,0.596,0,55.41328264,1.577146583,-57172.70781,9740.918642,0,0,-1,0,0.973242407,0.206,0.072,0.578614911,-0.137467535,0.749385341,-0.130947239,0.206,0.072,0.581246341,-0.134836105,0.789412918,-0.090919662,0.146,0.012,0.695121951,-0.020960495,0.845620971,-0.034711609
fri_c2_500_50.arff,500,51,0,50,1,0.102,59,295,1,0,0,0.59,0,34.16692436,0.957454787,-17294.49871,10627.03269,0,0,-1,0,0.976500469,0.222,0.096,0.544185283,-0.191641621,0.782174452,-0.098991319,0.234,0.108,0.530648267,-0.205178637,0.778933444,-0.102232327,0.426,0.3,0.120125578,-0.615701326,0.560107482,-0.321058289
fri_c3_100_10.arff,100,11,0,10,1,0.11,60,60,1,0,0,0.6,0,60.04290489,1.587319777,-62757.75944,10690.14546,0,0,-1,0,0.970950594,0.37,-0.03,0.206008584,0.13193451,0.61375,-0.0525,0.37,0,0.206008584,0,0.6275,0,0.4,-0.07,0.152542373,0.119620562,0.575,0.058333333
fri_c3_100_25.arff,100,26,0,25,1,0.26,55,55,1,0,0,0.55,0,69.04820384,1.810147357,-72196.80603,12291.60178,0,0,-1,0,0.992774454,0.48,0.03,0.034205231,0.034205231,0.504646465,0.014747475,0.47,0.02,0.016736402,0.016736402,0.524646465,0.034747475,0.41,-0.04,0.166666667,0.166666667,0.582828283,0.092929293
fri_c3_100_5.arff,100,6,0,5,1,0.06,56,56,1,0,0,0.56,0,35.49081412,0.992002039,-17943.24834,11025.62586,0,0,-1,0,0.989587521,0.37,0.16,0.25463336,-0.326372227,0.709415584,-0.097402598,0.36,0.15,0.286846276,-0.294159311,0.644074675,-0.162743507,0.26,0.05,0.464579901,-0.116425686,0.728896104,-0.077922078
fri_c3_100_50.arff,100,51,0,50,1,0.51,62,62,1,0,0,0.62,0,110.9369681,4.631928659,186.3337311,80.76096349,0,0,-1,0,0.958042022,0.42,0.22,0.08056042,-0.507577966,0.562393888,-0.26910017,0.21,0.01,0.547413793,-0.040724593,0.765067912,-0.066426146,0.47,0.27,0.027317881,-0.560820505,0.514006791,-0.317487267
fri_c3_1000_10.arff,1000,11,0,10,1,0.011,56,560,1,0,0,0.56,0,106.0783808,2.445834518,-116780.7483,16017.01341,0,0,-1,0,0.989587521,0.338,0.188,0.316121722,-0.379495161,0.7128125,-0.142761769,0.317,0.167,0.357519254,-0.338097629,0.665998377,-0.189575892,0.271,0.121,0.449947227,-0.245669656,0.724918831,-0.130655438
fri_c3_1000_25.arff,1000,26,0,25,1,0.026,55.7,557,1,0,0,0.557,0,127.5101217,5.314874988,213.8978925,92.55992258,0,0,-1,0,0.990604956,0.325,0.196,0.340374748,-0.399130757,0.725480343,-0.158177677,0.297,0.168,0.401909058,-0.337596447,0.693849265,-0.189808755,0.415,0.286,0.156147314,-0.583358191,0.577803129,-0.305854891
fri_c3_1000_5.arff,1000,6,0,5,1,0.006,56.3,563,1,0,0,0.563,0,46.11509484,1.378530882,-47431.23205,8101.917997,0,0,-1,0,0.98851739,0.331,0.165,0.324726831,-0.338950753,0.703456069,-0.136110896,0.307,0.141,0.384137632,-0.279539952,0.681647841,-0.157919124,0.133,-0.033,0.730743068,0.067065484,0.866774919,0.027207954
fri_c3_1000_50.arff,1000,51,0,50,1,0.051,55.5,555,1,0,0,0.555,0,47.63366953,1.414155099,-49002.67516,8368.322223,0,0,-1,0,0.991254007,0.323,0.171,0.34506671,-0.343744837,0.72414212,-0.138435064,0.285,0.133,0.428491217,-0.26032033,0.714442757,-0.148134427,0.438,0.286,0.115633897,-0.57317765,0.557971455,-0.304605729
fri_c3_250_10.arff,250,11,0,10,1,0.044,54,135,1,0,0,0.54,0,55.04978953,1.56818338,-56801.45647,9677.672417,0,0,-1,0,0.995378439,0.36,0.136,0.271608935,-0.275756083,0.685732689,-0.100805153,0.32,0.096,0.351701783,-0.195663235,0.668760064,-0.117777778,0.388,0.164,0.218498228,-0.32886679,0.609178744,-0.177359098
fri_c3_250_25.arff,250,26,0,25,1,0.104,55.6,139,1,0,0,0.556,0,44.18911503,1.289601321,-41572.67687,7212.891668,0,0,-1,0,0.990932404,0.396,0.124,0.1898527,-0.257229847,0.618964288,-0.136236956,0.32,0.048,0.353043928,-0.094038619,0.657463219,-0.097738025,0.432,0.16,0.117012231,-0.330070316,0.557975241,-0.197226003
fri_c3_250_5.arff,250,6,0,5,1,0.024,56.4,141,1,0,0,0.564,0,92.57699632,2.144870829,-102067.0171,13999.12084,0,0,-1,0,0.988148956,0.284,0.1,0.424336771,-0.199969011,0.686707008,-0.123560413,0.256,0.072,0.483771052,-0.14053473,0.720834147,-0.089433274,0.176,-0.008,0.640640314,0.016334532,0.818986271,0.00871885
fri_c3_250_50.arff,250,51,0,50,1,0.204,56.8,142,1,0,0,0.568,0,41.5460996,1.109109602,-21165.47723,12986.14078,0,0,-1,0,0.98661652,0.404,0.204,0.184905417,-0.416395935,0.613719353,-0.239241002,0.316,0.116,0.358224475,-0.243076877,0.673317684,-0.179642671,0.536,0.336,-0.099514244,-0.700815596,0.450573813,-0.402386542
fri_c3_500_10.arff,500,11,0,10,1,0.022,54.4,272,1,0,0,0.544,0,32.0408536,0.914666549,-16182.74192,9962.764992,0,0,-1,0,0.994406653,0.388,0.234,0.219604814,-0.468553294,0.636480908,-0.238938339,0.31,0.156,0.374050981,-0.314107127,0.665328302,-0.210090945,0.358,0.204,0.279689663,-0.408468445,0.640092879,-0.235326368
fri_c3_500_25.arff,500,26,0,25,1,0.052,56,280,1,0,0,0.56,0,37.49389183,1.024173264,-19041.5855,11695.1273,0,0,-1,0,0.989587521,0.346,0.196,0.29479863,-0.399777034,0.681185065,-0.174310065,0.28,0.13,0.430709174,-0.26386649,0.693181818,-0.162313312,0.418,0.268,0.155487312,-0.539088352,0.578084416,-0.277410714
